provider,plate,latitude,longitude,datetime,speed,azimuth,odometer,hourmeter,geofences
transportes_san_gabriel,PJKT44,-35.831872,-71.641784,2025-04-17T01:44:07+00:00,0.0,185,392230.3,1184.4619444444445,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PJKT50,-35.838768,-71.647897,2025-04-09T22:56:40+00:00,0.0,203,481343.0,2388.9055555555556,"[{'name': 'Taller SG', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PJKT54,-35.831361,-71.640948,2025-04-17T01:46:23+00:00,0.0,100,501005.3,2748.595,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PJKT52,-34.182489,-70.789732,2025-04-17T01:47:39+00:00,88.5,167,115420.6,2060.108333333333,[]
transportes_san_gabriel,PZDJ61,-33.5992,-71.596104,2025-04-17T01:47:47+00:00,89.4,240,470404.2,2387.503888888889,[]
transportes_san_gabriel,PJKT42,-36.41942,-71.947158,2025-04-17T01:31:04+00:00,83.9,191,423183.6,1961.205,[]
transportes_san_gabriel,PZDJ83,-38.650078,-72.47333,2025-04-17T01:38:30+00:00,0.0,163,465046.8,2371.4783333333335,[]
transportes_san_gabriel,PZDJ67,-33.826019,-70.752315,2025-04-17T01:47:44+00:00,90.2,187,545555.0,2741.4080555555556,[]
transportes_san_gabriel,PZDJ86,-33.709072,-70.723983,2025-04-17T01:47:45+00:00,66.9,12,498729.4,2619.5822222222223,[]
transportes_san_gabriel,PZDJ84,-34.353819,-71.217048,2025-04-17T01:47:39+00:00,65.1,312,491142.9,2114.723611111111,"[{'name': 'Ruta de la Fruta ', 'category': ''}]"
transportes_san_gabriel,PZDJ89,-33.321434,-70.719857,2025-04-17T01:46:25+00:00,0.0,338,440500.3,2177.3980555555554,[]
transportes_san_gabriel,PZDJ68,-35.831214,-71.640954,2025-04-17T01:46:24+00:00,0.0,98,621671.4,3019.3158333333336,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PCLZ36,-33.388069,-70.763119,2025-04-17T01:46:03+00:00,0.0,113,392845.2,1005.3666666666667,[]
transportes_san_gabriel,PZDJ60,,,,,,,,[]
transportes_san_gabriel,PJKT43,-33.597189,-71.592073,2025-04-17T01:47:43+00:00,89.7,232,502769.0,2130.4775,[]
transportes_san_gabriel,PZDJ69,-35.831741,-71.641737,2025-04-17T01:40:05+00:00,0.0,178,561735.3,3275.5597222222223,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PJKT51,-35.83073,-71.641677,2025-04-17T01:47:35+00:00,0.1,192,446765.7,2177.5227777777777,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,SVLV56,-35.831316,-71.64131,2025-04-17T01:44:35+00:00,0.0,5,278741.3,1013.0702777777777,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
